Prezime,Ime,OIB,MBG,OI,Adresa,Mjesto,Pbroj,Adr_rac,Tel,Mob,Mail,OMM,TM,OMM_adresa,OMM_Pbroj,OMM_mjesto,PROIZVOD,Dana,Agent
Zorić,Ana,66572586654,,,Žigrovićeva 8,Sesvete,10360,,+3851415833,,Ana.Zoric@yahoo.com,7884677676,BIJELI,,,,BONUS,2/2/2017,004
Stojanović,Ema,58437720611,8893959903898,214145529,Mažuranićev trg 21,Kašina,10362,,+3851608111,+385912796103,Ema.Stojanovic@hotmail.com,5325437683,BIJELI,,,,IDEAL,1/12/2017,001
Vidović,Ema,35438637631,,,Laginjina 51,Sesvete-Kraljevec,10361,"Bakačeva 65, 10361 Sesvete-Kraljevec",+3851818732,,Ema.Vidovic@yahoo.com,8735074964,BIJELI,,,,IDEAL,2/23/2017,003
Mandić,Matej,34718121498,,,Banjavčićeva 17,Belovar,10363,"Ulica Republike Austrije 26, 10361 Sesvete-Kraljevec",,+385995784046,,1214249007,BIJELI,,,,IDEAL,2/15/2017,004
Kos,Petar,31877101833,7844487415196,733517706,Ulica Ivana Gorana Kovačića 31,Sesvete-Kraljevec,10361,,,+385917962184,,3557376751,BIJELI,,,,IDEAL,1/22/2017,003
Babić,Filip,02378976943,5903094917069,135836055,Dalmatinska 19,Belovar,10363,"Streljačka 12, 10257 Brezovica",+3851471290,+385914621731,,2587340319,BIJELI,,,,IDEAL,4/10/2017,005
Pavlović,Petra,83490612791,7483869800347,,Krvavi most 69,Sesvete-Kraljevec,10361,"Ljudevita Posavskog 61, 10253 Donji Dragonožec",,+385914792430,,8124530502,BIJELI,,,,IDEAL,4/18/2017,003
Stanić,David,51932626795,3985626674576,944573767,Britanski trg 66,Donji Dragonožec,10253,,,+385915268887,,1066451786,BIJELI,,,,IDEAL,3/6/2017,005
Ljubičić,Ema,19627718942,,,Laginjina 89,Sesvete-Kraljevec,10361,,+3851707419,,,5370444820,BIJELI,Tuškanova 23,10290,Zaprešić,IDEAL,3/17/2017,001
Petričević,Ivan,17676204023,5823568842323,,Rimski put 52,Brezovica,10257,,+3851543471,+385914074982,Ivan.Petricevic@hotmail.com,8976684811,BIJELI,,,,IDEAL,1/24/2017,001
Novosel,Ivano,87405746499,3380621463457,499833778,Palmotićeva 10,Kašina,10362,,,+385911568795,,3355941428,BIJELI,,,,IDEAL,4/24/2017,004
Antunović,Ivano,85670654861,1673714036804,,Biankinijeva 26,Zagreb,10000,,,+385917273563,,9914531911,CRVENI,,,,BONUS,1/22/2017,002
Burić,Lucija,60611778326,,,Rooseveltov trg 69,Sesvete-Kraljevec,10361,"Primorska 71, 10290 Zaprešić",,+385914633113,,4391946861,PLAVI,,,,IDEAL,1/6/2017,003
Jerković,Iva,39613923760,,154503259,Stančićeva 58,Sesvete,10360,,,+385996269451,Iva.Jerkovic@hotmail.com,1421178346,PLAVI,,,,BONUS,2/11/2017,003
Božić,Jakov,36254905553,,,Strossmayerov trg 92,Zagreb-Novi Zagreb,10020,"Vladimira Stahuljaka 69, 10253 Donji Dragonožec",,+385996244337,Jakov.Bozic@yahoo.com,6474721172,PLAVI,,,,IDEAL,3/11/2017,002
Dujmović,Filip,86712417037,7354394808418,,Marićev prolaz 85,Zagreb-Sloboština,10010,,+3851546638,+385919139886,Filip.Dujmovic@gmail.com,2044284980,BIJELI,,,,IDEAL,3/13/2017,003
Jurišić,Petra,87364967766,,834915901,Masarykova 8,Sesvete,10360,"Zavojna 43, 10257 Brezovica",,+385993016559,Petra.Jurisic@yahoo.com,9335415360,BIJELI,,,,IDEAL,1/13/2017,005
Brkić,Petar,52935714848,,,Ulica Šandora Brešćanskoga 8,Kašina,10362,,+3851438623,,Petar.Brkic@gmail.com,9469283492,BIJELI,,,,KLASIK,2/22/2017,002
Vlašić,Marko,67526776504,6504273864667,784117512,Zrinjevac 26,Sesvete-Kraljevec,10361,"Klaićeva 35, 10257 Brezovica",,+385919956258,,7574611399,CRVENI,,,,BONUS,4/26/2017,001
Jozić,Iva,82805582435,,167373096,Matice hrvatske 44,Sesvete-Kraljevec,10361,,,+385992867895,,4455279494,PLAVI,,,,BONUS,1/29/2017,005
Pejić,Filip,81318083904,2737142037887,,Skalinska 32,Brezovica,10257,,,+38599735648,,4054944286,PLAVI,,,,IDEAL,1/3/2017,001
Miletić,Luka,40796065558,,,Tvrtkova 46,Zagreb-Novi Zagreb,10020,,,+385998341471,,8945796238,BIJELI,,,,IDEAL,2/12/2017,001
Mitrović,Filip,98681421623,,,Đorđićeva 94,Brezovica,10257,,+3851651678,+38591601599,Filip.Mitrovic@gmail.com,7886376021,BIJELI,,,,IDEAL,4/5/2017,002
Budimir,Marko,16445755791,,759576863,Mladena Pozajića 72,Zagreb-Novi Zagreb,10020,,,+385997865622,Marko.Budimir@hotmail.com,9463822098,BIJELI,,,,IDEAL,3/21/2017,003
Galić,Petar,45250462987,1565834069099,711260313,Preobraženska 82,Zagreb-Novi Zagreb,10020,,,+385995113962,Petar.Galic@hotmail.com,3972879631,BIJELI,,,,IDEAL,2/5/2017,002
Klarić,Petar,96667587868,,,Boškovićeva 37,Sesvete,10360,,+3851165820,+385913048376,Petar.Klaric@hotmail.com,3535547825,CRVENI,,,,IDEAL,4/11/2017,001
Delić,Marta,00341482930,,,Zrinjevac 26,Sesvete,10360,,,+385917554328,Marta.Delic@hotmail.com,9393564808,BIJELI,,,,IDEAL,4/5/2017,002
Prpić,Nika,20503430927,2331659953093,,Rokova ulica 26,Sesvete,10360,"Perkovčeva 77, 10363 Belovar",+3851754816,+385911432686,Nika.Prpic@gmail.com,6844836200,BIJELI,,,,IDEAL,1/31/2017,002
Knežević,Matej,21351951724,7153890811020,,Fabkovićeva 89,Kašina,10362,"Deželićeva 27, 10361 Sesvete-Kraljevec",,+385993362631,Matej.Knezevic@yahoo.com,8828658432,PLAVI,,,,IDEAL,1/7/2017,003
Jukić,Sara,79976589835,4674865574153,685137092,Mikloušićeva 54,Sesvete,10360,"Berislavićeva 44, 10020 Zagreb-Novi Zagreb",,+385998108968,Sara.Jukic@yahoo.com,1935275547,BIJELI,,,,IDEAL,2/15/2017,003
Majić,Luka,13832820256,5683724856505,804636600,Prolaz sestara Baković 77,Brezovica,10257,"Đorđićeva 23, 10363 Belovar",+3851566191,+385917956772,Luka.Majic@gmail.com,5920628229,BIJELI,,,,IDEAL,2/13/2017,001
Golubić,Nika,39161507587,3140034607846,,Medulićeva 98,Zaprešić,10290,,,+385919984178,,3186671786,PLAVI,,,,IDEAL,2/7/2017,003
Marković,Marta,22081049804,8092570581167,941870466,Hochmannova 30,Zaprešić,10290,,+3851420580,+385918444889,Marta.Markovic@gmail.com,9531776783,BIJELI,,,,KLASIK,4/21/2017,003
Jakšić,Luka,89711071242,7927732625375,,Dragana Plemenca 61,Zagreb-Sloboština,10010,"Šulekova 6, 10290 Zaprešić",,+385993394620,,5222696844,BIJELI,,,,IDEAL,3/1/2017,002
Novaković,Petra,53510554772,3242287064640,,Rakovčeva 90,Donji Dragonožec,10253,,+3851445364,,Petra.Novakovic@hotmail.com,2631403799,PLAVI,,,,IDEAL,2/8/2017,002
Šostarić,Filip,40740197554,6332472022210,474755668,Zvonimirova 100,Sesvete-Kraljevec,10361,"Fišerova 52, 10361 Sesvete-Kraljevec",+3851723855,+385911309571,,6502212156,BIJELI,,,,IDEAL,1/7/2017,001
Kovač,Ivano,58122113962,,633307190,Štoosova 32,Brezovica,10257,"Vojnovićeva 48, 10253 Donji Dragonožec",,+385992061383,Ivano.Kovac@gmail.com,8167957186,BIJELI,,,,IDEAL,1/17/2017,003
Bošnjak,Lana,40144605660,,217429205,Perkovčeva 77,Sesvete-Kraljevec,10361,,+3851667755,+385918518965,,9357961760,BIJELI,,,,IDEAL,4/7/2017,005
Ivić,Jakov,04225290190,,401944829,Trg Petra Krešimira IV. 80,Donji Dragonožec,10253,,+3851288663,+385919106863,,4482027895,PLAVI,,,,BONUS,4/22/2017,002
Kolarić,Ivan,81479149034,,291748255,Kordunska 12,Kašina,10362,,+3851556287,,Ivan.Kolaric@gmail.com,7341720741,BIJELI,,,,IDEAL,4/18/2017,001
Poljak,Sara,47700452364,7620213769067,874846412,Degenova 80,Kašina,10362,,+3851425638,,,8982025493,BIJELI,,,,BONUS,2/13/2017,005
Špoljarić,Leon,24848440488,,,Žerjavićeva 62,Sesvete,10360,"Mihanovićeva 62, 10362 Kašina",+3851405117,+385918929668,,9396765760,BIJELI,,,,IDEAL,4/19/2017,002
Marić,Sara,98943896534,,556438690,Ivana Langa 92,Belovar,10363,,+3851312651,+385915762902,Sara.Maric@hotmail.com,3281532926,BIJELI,Marićev prolaz 58,10361,Sesvete-Kraljevec,IDEAL,1/10/2017,003
Mitrović,Sara,51036363105,4678997344933,,Praška 74,Sesvete,10360,,+3851849243,,,1777251519,BIJELI,Iblerov trg 39,10361,Sesvete-Kraljevec,IDEAL,1/19/2017,004
Kos,Iva,47525961956,1260672680983,127569038,Trg svibanjskih žrtava 1995. 12,Kašina,10362,"Vojnovićeva 11, 10362 Kašina",,+385998868050,Iva.Kos@hotmail.com,6658612853,BIJELI,,,,BONUS,1/23/2017,001
Ivić,Iva,13920778634,,,Sermageova 21,Sesvete-Kraljevec,10361,,+3851266803,+385911126819,Iva.Ivic@gmail.com,8588027864,PLAVI,,,,IDEAL,1/30/2017,003
Perković,Lucija,86704816758,5159167803301,536492722,Tvrtkova 66,Sesvete,10360,,,+385919042221,,7126476855,PLAVI,,,,BONUS,4/17/2017,003
Tomić,Marta,89994561804,,295835893,Rusanova 74,Kašina,10362,,,+385994212617,,8130643232,BIJELI,,,,IDEAL,3/24/2017,005
Stojanović,Jakov,74266322051,,,Borisa Ulricha 52,Kašina,10362,"Jukićeva 98, 10253 Donji Dragonožec",,+385993477277,,4911949096,PLAVI,,,,IDEAL,1/15/2017,005
Milošević,Leon,10291972066,,,Medulićeva 12,Sesvete-Kraljevec,10361,,,+385997316661,,6697599934,BIJELI,Vrbanićeva 73,10362,Kašina,BONUS,4/16/2017,002
Vidović,Ivan,64453464089,,329456193,Britanski trg 90,Zaprešić,10290,,,+385911615897,Ivan.Vidovic@hotmail.com,7488217817,BIJELI,,,,IDEAL,2/19/2017,005
Kos,Marta,96759637782,,593492808,Crvenog križa 9,Sesvete-Kraljevec,10361,"Borisa Papandopula 97, 10090 Zagreb-Susedgrad",,+385917791947,Marta.Kos@hotmail.com,6641151416,BIJELI,,,,IDEAL,2/11/2017,005
Ban,Matej,64088884219,7968321805023,839857399,Pod zidom 50,Brezovica,10257,"Borisa Ulricha 88, 10363 Belovar",,+385999996389,,6684744425,CRVENI,,,,IDEAL,4/30/2017,004
Stojanović,Ivan,27882614125,3200015663505,,Hebrangova 60,Donji Dragonožec,10253,,,+385917574641,,8444449428,PLAVI,,,,IDEAL,2/3/2017,002
Starčević,Lana,97964790853,,,Račkoga 45,Donji Dragonožec,10253,"Makančeva 88, 10361 Sesvete-Kraljevec",+3851798675,,,5167256507,BIJELI,,,,KLASIK,2/25/2017,003
Matijević,Leon,88980435026,8829724432404,,Boškovićeva 71,Sesvete-Kraljevec,10361,"Ulica kneza Trpimira 53, 10361 Sesvete-Kraljevec",,+385995373126,Leon.Matijevic@gmail.com,4019927597,CRVENI,,,,IDEAL,1/11/2017,003
Grgurić,David,90264060985,6253783767987,,Mažuranićev trg 14,Zagreb-Susedgrad,10090,"Plemićeva 4, 10361 Sesvete-Kraljevec",,+385996899911,,6784609515,BIJELI,,,,IDEAL,3/16/2017,001
Radić,Luka,53800789732,3982715300201,190914583,Zvonarnička 31,Zagreb,10000,"Runjaninova 27, 10000 Zagreb",,+385918642453,,9245326139,BIJELI,,,,BONUS,1/2/2017,002
Špoljarić,Nika,73981800477,7351466138540,134430808,Ulica baruna Trenka 71,Kašina,10362,,+3851246834,,Nika.spoljaric@yahoo.com,6350125754,BIJELI,,,,IDEAL,3/27/2017,005
Bilić,Leon,48061448890,,530646058,Blažekova 56,Kašina,10362,,+3851484787,,Leon.Bilic@yahoo.com,7523899343,CRVENI,,,,IDEAL,3/20/2017,003
Poljak,Ivan,62253759493,5920302587883,772297209,Ivana Brkanovića 28,Zagreb-Novi Zagreb,10020,,,+385998084365,Ivan.Poljak@gmail.com,2054483871,BIJELI,,,,IDEAL,2/23/2017,004
Perić,Matej,82717934184,5270509967798,465868524,Bogovićeva 74,Sesvete,10360,,+3851948426,+385916307574,Matej.Peric@gmail.com,2617248902,BIJELI,,,,IDEAL,3/23/2017,001
Ivančić,Marta,77898744359,2223084320544,926762446,Ulica Izidora Kršnjavog 4,Sesvete-Kraljevec,10361,"Šoštarićeva 84, 10363 Belovar",+3851760166,,,3942014001,BIJELI,,,,BONUS,2/2/2017,001
Vukić,Petar,17249066973,8849599202602,,Šubićeva 79,Brezovica,10257,,,+385996096247,Petar.Vukic@gmail.com,9370612718,BIJELI,,,,IDEAL,4/21/2017,002
Kolar,Iva,15046510284,,,Barčićeva 26,Sesvete,10360,"Ulica Ljudevita Posavskog 9, 10253 Donji Dragonožec",+3851238697,,Iva.Kolar@gmail.com,5222865015,BIJELI,,,,IDEAL,3/2/2017,005
Katič,Filip,17535906589,,561295596,Širolina 53,Hrvatski Leskovac,10251,"Martićeva 33, 10250 Lučko",,+385996546679,Filip.Katic@hotmail.com,6771634520,BIJELI,,,,KLASIK,2/21/2017,005
Ivančić,Ema,80022416103,6238895862090,274858256,Mladena Pozajića 40,Zagreb-Novi Zagreb,10020,,+3851323856,+385917742760,Ema.Ivancic@yahoo.com,5835845493,BIJELI,,,,IDEAL,3/22/2017,004
Grgić,Ivan,54872408420,,178210171,Heinzelova 92,Donji Dragonožec,10253,"Trg Petra Preradovića 57, 10362 Kašina",+3851492359,,Ivan.Grgic@yahoo.com,7254951303,BIJELI,,,,IDEAL,4/10/2017,002
Kolar,Ivan,37666257446,,775964068,Katančećeva 21,Brezovica,10257,"Ulica kneza Mutimira 70, 10360 Sesvete",+3851887248,,,1187245702,BIJELI,,,,BONUS,3/16/2017,001
Ivić,Ivano,38966090634,,,Ulica kneza Mutimira 94,Sesvete,10360,,+3851376516,+385914882600,,7225714522,BIJELI,,,,IDEAL,1/2/2017,001
Zorić,David,99521910897,,,Trg žrtava fašizma 77,Sesvete-Kraljevec,10361,"Hrvojeva 70, 10373 Ivanja Reka",+3851597789,+385916804211,,2018778898,BIJELI,,,,IDEAL,4/15/2017,004
Jelić,Lucija,67104633411,1671187471077,691211208,Mažuranićev trg 5,Brezovica,10257,"Frankopanska 69, 10020 Zagreb-Novi Zagreb",,+385912693966,Lucija.Jelic@hotmail.com,7493559605,PLAVI,Kumičićeva 84,10362,Kašina,IDEAL,1/20/2017,003
Tolić,Petar,50191711590,6956307633830,,Žigrovićeva 94,Sesvete-Kraljevec,10361,,,+385997546995,Petar.Tolic@hotmail.com,1691423917,BIJELI,,,,IDEAL,2/21/2017,001
Mlinarić,Filip,02669949311,9564319778621,,Kordunska 57,Belovar,10363,,+3851974432,+38591527336,Filip.Mlinaric@gmail.com,3207379142,BIJELI,,,,IDEAL,2/23/2017,002
Bašić,Filip,99485467732,5027395795954,,Zvonimirova 61,Donji Dragonožec,10253,"Bogovićeva 14, 10362 Kašina",+3851424237,,,8035739764,PLAVI,,,,IDEAL,3/15/2017,001
Pavlović,Mia,94329114934,,188069976,Đorđićeva 71,Brezovica,10257,,,+385912248496,,1260443245,BIJELI,,,,IDEAL,4/16/2017,003
Bogdan,Ivan,56254824222,7106952290649,,Trg maršala Tita 43,Brezovica,10257,,+3851674628,,,5399569690,BIJELI,,,,IDEAL,1/28/2017,001
Novak,Leon,77302822934,4870542380238,574994661,Heinzelova 67,Brezovica,10257,,,+385999848122,Leon.Novak@hotmail.com,3758320470,BIJELI,,,,IDEAL,2/3/2017,003
Bačić,Matej,16695792796,8694414943492,,Ulica Ivana Gorana Kovačića 26,Sesvete-Kraljevec,10361,,+3851526286,+385911612177,Matej.Bacic@hotmail.com,3098162966,BIJELI,,,,IDEAL,4/6/2017,001
Barišić,Jakov,74976906966,,,Kvaternikov trg 16,Brezovica,10257,"Hochmannova 47, 10361 Sesvete-Kraljevec",,+385915863925,Jakov.Barisic@gmail.com,9325098880,BIJELI,,,,IDEAL,4/8/2017,002
Franić,Marko,66415456825,5161952690570,115835082,Rokova ulica 16,Zaprešić,10290,"Ulica Šandora Brešćanskoga 63, 10251 Hrvatski Leskovac",,+385991689166,,3569660913,BIJELI,,,,IDEAL,3/13/2017,001
Jozić,Mia,33320048895,6371673897475,874903973,Krajiška 41,Zaprešić,10290,"Nodilova 35, 10010 Zagreb-Sloboština",+3851541476,,Mia.Jozic@yahoo.com,8747125344,PLAVI,,,,IDEAL,1/1/2017,002
Martinović,Ivano,26447625797,,,Branimirova 47,Zagreb-Novi Zagreb,10020,,,+385995496642,Ivano.Martinovic@gmail.com,1124492540,BIJELI,,,,BONUS,1/15/2017,002
Marković,Ana,18937906294,4203315572756,701968319,Harmica 8,Kašina,10362,,,+385995139134,,6543044431,BIJELI,Zvonimirova 37,10010,Zagreb-Sloboština,IDEAL,3/20/2017,004
Vlašić,David,74322466356,,743951272,Biankinijeva 9,Sesvete,10360,,+3851775751,+385913124471,,9817819663,CRVENI,,,,IDEAL,1/20/2017,001
Sertić,Iva,77593148718,9376288590751,,Ulica Grgura Ninskog 8,Belovar,10363,"Rimski put 56, 10362 Kašina",,+385995019625,,7269847650,PLAVI,,,,IDEAL,1/24/2017,001
Kovačić,Mia,56071994392,,534015344,Petrićeva 12,Sesvete,10360,,+3851620351,,,4900364917,BIJELI,Jagićeva 83,10362,Kašina,IDEAL,4/10/2017,004
Katič,Ivan,60726954719,8397228007367,387213001,Petrinjska 98,Donji Dragonožec,10253,,+3851790477,+385913021673,,4893762022,BIJELI,,,,IDEAL,3/5/2017,004
Varga,Lucija,29329785757,9570418237281,,Vlaška 70,Belovar,10363,"Cesarčeva 21, 10257 Brezovica",+3851578815,+38591999823,,3917221499,BIJELI,,,,BONUS,2/8/2017,004
Jurišić,Ivano,74577791573,5757802724856,777360989,Zvonimirova 36,Brezovica,10257,,,+385914443744,Ivano.Jurisic@hotmail.com,6760453288,BIJELI,,,,IDEAL,4/23/2017,001
Topić,Sara,27061625714,,,Hrvojeva 2,Zagreb-Dubrava,10040,,+3851258253,,,4657355616,BIJELI,,,,BONUS,3/6/2017,005
Mikulić,David,20764645211,,847178652,Derenčinova 55,Brezovica,10257,,,+385913197680,David.Mikulic@hotmail.com,8978772343,CRVENI,,,,IDEAL,3/9/2017,001
Ivković,Petar,26632214268,5347878194947,,Katančećeva 100,Sesvete-Kraljevec,10361,"Dragana Plemenca 34, 10020 Zagreb-Novi Zagreb",+3851445233,+385915099541,Petar.Ivkovic@hotmail.com,2117493853,BIJELI,,,,IDEAL,2/18/2017,002
Katič,Ema,68492321706,,521478397,Ribnjak 1,Sesvete,10360,,+3851282966,,,7563204192,PLAVI,,,,KLASIK,4/28/2017,002
Miletić,Ivan,70715535634,8015152292840,,Petrinjska 26,Zaprešić,10290,,,+385914429940,,9156588960,PLAVI,,,,KLASIK,2/7/2017,005
Vukelić,Sara,58419008289,,369666066,Nova Ves 51,Sesvete-Kraljevec,10361,"Hatzova 86, 10362 Kašina",+3851445482,+385912351508,,2144252111,BIJELI,,,,IDEAL,3/16/2017,004
Ivanović,Luka,48868036597,,921913902,Đorđićeva 32,Brezovica,10257,,+3851432523,+385919289436,Luka.Ivanovic@gmail.com,5820277808,BIJELI,,,,IDEAL,1/7/2017,001
Novosel,Petra,61810494809,,,Jagićeva 2,Belovar,10363,,,+385914428132,,7948482599,BIJELI,,,,IDEAL,3/28/2017,001
Štimac,Leon,51628244019,6361320959530,470531252,Širolina 21,Kašina,10362,,+3851952899,+385912001273,,9244022399,BIJELI,,,,IDEAL,1/27/2017,002
Delić,Ivano,07255685756,,,Dalmatinska 88,Sesvete-Kraljevec,10361,"Krajiška 79, 10253 Donji Dragonožec",,+385911908472,Ivano.Delic@hotmail.com,7133064205,BIJELI,Brune Bjelinskog 75,10253,Donji,IDEAL,3/1/2017,001
Kolar,Ivano,09222787605,,,Račkoga 52,Donji Dragonožec,10253,,+3851146272,+385916102685,Ivano.Kolar@gmail.com,5000548158,BIJELI,Starčevićev trg 79,10373,Ivanja,BONUS,1/8/2017,005
Pintarić,Mia,79466708592,9859212674616,,Barčićeva 58,Sesvete,10360,"Križanićeva 32, 10290 Zaprešić",,+385996374166,,1683217110,PLAVI,,,,BONUS,2/22/2017,003
Pejić,Sara,89730801358,,,Kožarska 99,Zagreb-Novi Zagreb,10020,"Karlovačka k.br. 1, 2 i 4 71, 10362 Kašina",,+385991611222,,1357594334,BIJELI,,,,IDEAL,1/26/2017,002
Zorić,Ema,78773680347,9582477681541,959440607,Smičiklasova 68,Sesvete,10360,"Ulica kneza Mislava 98, 10257 Brezovica",+3851156372,+385914306482,Ema.Zoric@gmail.com,4866920020,BIJELI,Jurišićeva 32,10020,Zagreb-Novi,IDEAL,2/25/2017,001
Sever,Petar,11170337837,,516406664,Hrvojeva 97,Sesvete-Kraljevec,10361,,+3851688204,,Petar.Sever@yahoo.com,7131616454,BIJELI,Ulica Elenore Patačić 69,10360,Sesvete,IDEAL,3/23/2017,002
Perković,Sara,19090831303,,,Mažuranićev trg 100,Sesvete-Kraljevec,10361,"Vojnovićeva 6, 10290 Zaprešić",+3851437983,+385915236560,,6477941573,BIJELI,,,,IDEAL,4/2/2017,003
Ivković,Ana,45054236835,,987897702,Iblerov trg 60,Donji Dragonožec,10253,,+3851955190,,,7124498153,PLAVI,,,,IDEAL,2/11/2017,004
Ljubičić,Marta,71428437091,,903419788,Rusanova 47,Donji Dragonožec,10253,"Zavrtnica 74, 10360 Sesvete",,+385917403054,,7814184799,BIJELI,Žigrovićeva 41,10373,Ivanja,IDEAL,3/25/2017,005
Orešković,Lucija,14171990341,9039305626917,,Rimski put 2,Zagreb,10000,,+3851312844,+385913046572,,1219669107,PLAVI,,,,KLASIK,4/15/2017,003
Topić,Ema,59052110294,3221784477770,432143758,Fabkovićeva 22,Brezovica,10257,"Makančeva 5, 10360 Sesvete",,+385912724435,,7398393412,BIJELI,,,,IDEAL,1/7/2017,002
Filipović,Nika,49845344746,9942200181940,,Crvenog križa 89,Donji Dragonožec,10253,,+3851310136,+385912981794,Nika.Filipovic@hotmail.com,2888106909,BIJELI,,,,IDEAL,4/18/2017,005
Dujmović,Lana,40794342198,,600400197,Vladimira Stahuljaka 77,Donji Dragonožec,10253,,+3851161685,,Lana.Dujmovic@hotmail.com,6068946257,BIJELI,,,,IDEAL,2/26/2017,003
Jelić,Iva,16727239694,1018596179931,,Rokov perivoj 6,Sesvete,10360,,,+385912269555,,1178599410,BIJELI,,,,IDEAL,3/23/2017,005
Pejić,Mia,00373711277,9104676048412,102629875,Ulica kneza Mutimira 16,Donji Dragonožec,10253,,,+385919864967,,3005441523,BIJELI,,,,IDEAL,4/29/2017,001
ćosić,Iva,96670570289,,,Kašinska cesta 14,Zagreb-Novi Zagreb,10020,"Jurjevska 5, 10360 Sesvete",+3851474907,+385916359052,,5175540915,BIJELI,,,,IDEAL,2/27/2017,001
Barić,Marta,40627697648,,,Margaretska 89,Brezovica,10257,,,+385917089920,Marta.Baric@gmail.com,3264683148,BIJELI,,,,IDEAL,3/27/2017,003
Jerković,Mia,42253899717,7612948157591,,Petra Dumičića 55,Zagreb-Novi Zagreb,10020,,,+385996309043,,6514457837,PLAVI,,,,BONUS,3/9/2017,004
Šimunić,David,89554968529,7795289163638,378523424,Masarykova 99,Zagreb-Sloboština,10010,"Ratkajev prolaz 24, 10020 Zagreb-Novi Zagreb",,+385911298537,David.simunic@yahoo.com,8210445202,BIJELI,Marićev prolaz 66,10010,Zagreb-Sloboština,BONUS,3/16/2017,003
Jović,Petra,97993457991,8040930256739,364045806,Žerjavićeva 40,Sesvete-Kraljevec,10361,,,+385917418783,,2776085277,BIJELI,,,,IDEAL,4/11/2017,002
Antunović,Filip,00044712505,,524584486,Trg hrvatskih velikana 37,Sesvete,10360,,,+385913365869,Filip.Antunovic@yahoo.com,2755905201,BIJELI,,,,IDEAL,4/5/2017,005
Mijatović,Nika,97125385198,,399113387,Skalinska 68,Sesvete-Kraljevec,10361,"Ulica Ante Kovačića 54, 10363 Belovar",+3851631966,+385911935362,,7156320233,BIJELI,,,,BONUS,4/30/2017,002
Ilić,Jakov,40438084524,,598792545,Savska 97,Donji Dragonožec,10253,"Rooseveltov trg 71, 10257 Brezovica",,+385914412964,Jakov.Ilic@yahoo.com,7020777712,BIJELI,,,,IDEAL,3/6/2017,002
Stanić,Petra,46539606276,,,Matice hrvatske 16,Ivanja Reka,10373,"Ulica kralja Držislava 10, 10361 Sesvete-Kraljevec",,+385919044325,Petra.Stanic@yahoo.com,9924132574,BIJELI,,,,BONUS,4/1/2017,001
Varga,Iva,64592963672,,,Zvonimirova 80,Zagreb-Susedgrad,10090,"Tvrtkova 4, 10360 Sesvete",,+385991311920,,1111330729,PLAVI,,,,BONUS,5/1/2017,002
Barić,Petar,12603320531,,,Primorska 53,Brezovica,10257,,+3851224490,+385911055379,,6108230258,BIJELI,,,,IDEAL,2/1/2017,002
Šarić,Lana,93929337754,,,Ulica kralja Držislava 1,Sesvete-Kraljevec,10361,,+3851314147,,,9333166103,PLAVI,,,,IDEAL,2/10/2017,004
Jakšić,Luka,63218790107,5057263825135,,Bogišićeva 34,Brezovica,10257,,+3851680928,,,7583979690,PLAVI,,,,KLASIK,1/14/2017,002
Pranjić,Lucija,03543450525,,,Trg Dragutina Domjanića 1,Kašina,10362,,,+385916831829,,7699221077,PLAVI,,,,IDEAL,3/9/2017,005
Marković,Ana,93157315561,1479453845289,,Ulica Izidora Kršnjavog 78,Hrvatski Leskovac,10251,,,+385999618636,,5324196179,BIJELI,,,,BONUS,2/13/2017,004
Sever,Mia,29727515952,,350707489,Cesarčeva 76,Brezovica,10257,,,+385912933057,Mia.Sever@gmail.com,4917196881,BIJELI,Trg Dragutina Domjanića 88,10360,Sesvete,KLASIK,4/12/2017,001
Novaković,Petra,71739609513,9113470421825,,Kaptol 71,Donji Dragonožec,10253,"Ulica kneza Mislava 95, 10360 Sesvete",,+385915438976,,6678298692,BIJELI,Palmotićeva 17,10363,Belovar,IDEAL,3/19/2017,001
Crnković,Mia,87218680791,5775672324687,,Ulica baruna Trenka 85,Belovar,10363,,,+385994698680,Mia.Crnkovic@yahoo.com,6688453174,CRVENI,,,,IDEAL,2/10/2017,005
Ban,Lucija,04007572028,,,Ulica baruna Trenka 84,Sesvete,10360,,,+38599527947,,4635014594,BIJELI,,,,BONUS,3/9/2017,005
Pavlić,Matej,78246591052,,933763123,Ožegovićeva 40,Sesvete,10360,,,+385993155985,Matej.Pavlic@gmail.com,4170371194,PLAVI,,,,IDEAL,4/16/2017,001
Petričević,Marko,71271068146,6962842810530,178049617,Žigrovićeva 52,Hrvatski Leskovac,10251,"Ulica Ljudevita Posavskog 88, 10090 Zagreb-Susedgrad",,+385992408139,,3600195650,BIJELI,,,,IDEAL,4/3/2017,001
Kolar,Marta,28435448147,7578815136821,765958229,Ulica Ivana Trnskog 48,Brezovica,10257,,,+38591959998,,5581250882,BIJELI,,,,BONUS,3/27/2017,004
Tadić,David,17392020498,,,Stjepana Šuleka 42,Sesvete,10360,"Gajeva 36, 10360 Sesvete",,+385998986163,David.Tadic@hotmail.com,2522589800,PLAVI,,,,BONUS,1/18/2017,001
Bošnjak,Ema,35845299926,9207978173727,351561232,Križanićeva 56,Brezovica,10257,,,+385915864079,Ema.Bosnjak@hotmail.com,2148820651,BIJELI,Trg Petra Preradovića 61,10020,Zagreb-Novi,IDEAL,3/15/2017,002
